,Item Name,ItemID,Sale Price,Customer Ratings,Number of Reviews,Offer Type,Department,Shipping Rate,Normal Shipping,Marketplace
4167,Magnetic Screen Door with Heavy Duty Magnets and Mesh Curtain by Everyday Home,26765729,7.95,3.183,175,ONLINE_ONLY,Home Improvement,5.99,True,False
4168,"Ideaworks Magic Magnet Screen Door, Black, JB7513",47633751,6.08,3.35,20,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4169,"""French Door Bug Off Screen, 72"""" x 80""""""",17324284,45.0,3.111,9,ONLINE_ONLY,Home Improvement,0.0,False,False
4170,Bug Off Instant Screen French Instant Screen Door,17324288,39.97,2.5,2,ONLINE_ONLY,Home Improvement,0.0,False,False
4171,"""ODL Brisa White Short Retractable Screen for 78"""" In-Swing or Out-Swing Doors""",42104486,177.99,4.4,5,ONLINE_ONLY,Home Improvement,0.0,False,False
4172,"""ODL Brisa White Tall Retractable Screen for 96"""" Inswing/Outswing Doors""",37556018,239.07,4.4,10,ONLINE_ONLY,Home Improvement,0.0,False,False
4173,"""ODL Brisa White Standard Retractable Screen for 80"""" Inswing/Outswing Doors""",37556017,262.0,3.889,9,ONLINE_ONLY,Home Improvement,0.0,False,False
4174,"""ODL Brisa Bronze Tall Retractable Screen for 96"""" Inswing/Outswing Doors""",37556029,239.07,4.667,6,ONLINE_ONLY,Home Improvement,0.0,False,False
4175,"Brainerd Rounded Corner Triple Switch Wall Plate, Available in Multiple Colors",14935723,5.22,5.0,2,ONLINE_ONLY,Home Improvement,5.99,False,False
4176,Voltage Pro Electrical Crimping Tool With 25 Assorted Connectors,39590589,2.15,1.0,1,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4177,99pc Electrical Home Repair Kit,16539608,5.94,3.5,2,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4178,"KNIPEX Tools 13 82 8, 6-In-1 Electrical Installation Pliers with Comfort Grip Handle",111232067,64.83,5.0,1,ONLINE_ONLY,Home Improvement,0.0,True,False
4179,"Woods 0602W 3-Outlet 16/2 Cube Extension Cord w/ Power Tap, 12-Feet, White",54988021,4.0,5.0,1,ONLINE_ONLY,Home Improvement,5.99,True,False
4180,WorkChoice 50' SJTW 16/3 Green Outdoor Extension Cord,44739952,9.97,4.895,57,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4181,GoGreen Power 16/3 8' 3-Outlet Extension Cord - White,46097841,4.31,5.0,5,ONLINE_ONLY,Home Improvement,5.99,True,False
4182,Axis 45505 White 3-Outlet Indoor Extension Cord - 8ft,19977253,6.61,4.882,17,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4183,"Woods 0261 16/3 SJTW General Purpose Extension Cord, Black, 15-Foot",14698748,9.28,5.0,2,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4184,"GoGreen Power 16/3 13725 25' Heavy-Duty Extension Cord, Lighted End",46097839,12.83,4.8,10,ONLINE_ONLY,Home Improvement,5.99,True,False
4185,"GoGreen Power 14/3 100' GG-13800 Heavy Duty Extension Cord, Lighted End",46097812,36.22,4.4,5,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4186,"GoGreen Power 16/3 100' GG-13700 Heavy Duty Extension Cord, Lighted End",46097836,23.35,4.75,4,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4187,"GoGreen Power 16/3 50' 13750 Heavy Duty Extension Cord, Lighted End",46097837,11.44,5.0,2,ONLINE_ONLY,Home Improvement,5.99,True,False
4188,"GoGreen Power 12/3 100' GG-14000 Heavy Duty Extension Cord, Lighted End",46097806,73.05,5.0,4,ONLINE_ONLY,Home Improvement,0.0,True,False
4189,"Great Value LED Light Bulbs, 8.5W (60W Equivalent), Soft White, 4-count",51497369,5.54,4.062,65,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4190,"Great Value LED Light Bulbs, 8.5W (60W Equivalent), Daylight, 4-count",53017081,6.94,4.79,19,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4191,"Great Value Energy Saving Halogen Light Bulbs, 75W, Soft White, 4 Count",36794182,3.97,4.0,21,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4192,"Great Value LED Dimmable Decorative (E12) Light Bulb, 5W (40W Equivalent), Daylight",25524358,43.91,5.0,3,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4193,"GE 'Reveal 3 Way' Halogen Light Bulbs, Soft White, 2-count",16880832,7.54,3.539,13,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4194,"Great Value LED Light Bulbs, 9W (60W Equivalent), Daylight, 4-count",53017080,8.78,4.429,14,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4195,"Great Value LED Light Bulbs 14W (100W Equivalent), Daylight, 4-Pack",53017078,14.73,5.0,12,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4196,"GE CFL 15W (60W Equivalent) Bright From the Start Light Bulbs, 2-pack",45654691,6.97,3.825,40,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4197,APC SurgeArrest Perormance 11-Outlet Surge Protector (P11VT3),12321689,27.51,4.708,96,ONLINE_AND_STORE,Electronics,5.99,True,False
4198,"GoGreen Power 6 Outlet Surge Protector, 16103MS 2.5' cord, White",46097919,4.5,4.546,11,ONLINE_AND_STORE,Electronics,5.99,False,False
4199,Mini 12V Circuit Tester,16481377,18.71,5.0,2,ONLINE_ONLY,Home Improvement,5.99,False,False
4200,Cork Tile - 5mm x 12 x 12 inches - 4 pieces,24627358,11.37,3.667,3,ONLINE_ONLY,Home Improvement,5.99,False,False
4201,12mm Ridge Collection Laminate Flooring - European Oak,310690883,26.92,5.0,1,ONLINE_ONLY,Home Improvement,5.99,False,False
4202,"Norsk 240151 Reversible Interlocking Multi-Purpose Foam Floor Mats, 16-Square Feet, Multi-Color/Gray, 4-Pack",13253265,22.99,4.585,41,ONLINE_ONLY,Home Improvement,5.99,False,False
4203,"Norsk 240251 Reversible Interlocking Multi-Purpose Foam Floor Mats, 16-Square Feet, Black/Gray, 4-Pack",13253266,19.63,4.444,9,ONLINE_ONLY,Home Improvement,5.99,False,False
4204,"Norsk 240247 Interlocking Multi-Purpose Foam Floor Mats, 16-Square Feet, Solid Gray, 4-Pack",13253270,19.99,4.444,45,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4205,"Norsk 240147 Interlocking Multi-Purpose Foam Floor Mats, 16-Square Feet, Solid Multi-Color, 4-Pack",13253269,13.73,4.213,47,ONLINE_ONLY,Home Improvement,5.99,False,False
4206,"Norsk 240275 Reversible Interlocking Foam Floor Mat for Playroom and Garage Flooring, 16-Square Feet, Black/Gray, 4-Pack",13253268,26.46,4.2,10,ONLINE_ONLY,Home Improvement,5.99,False,False
4207,G-Floor Ribbed Universal Flooring 7.5' x 17' Premium Grade Thickness Slate Grey,16829831,205.0,4.449,69,ONLINE_ONLY,Auto & Tires,0.0,True,False
4208,"""G-Floor RaceDay Peel and Stick Tile with PSA, Diamond Tread, 24"""" x 24"""", Slate Grey, 10pc""",19592733,146.0,5.0,1,ONLINE_ONLY,Auto & Tires,0.0,False,False
4209,"G-Floor Garage Floor Cover/Protector, 7.5' x 17', Coin, Slate Grey",19416166,305.0,4.0,2,ONLINE_ONLY,Home Improvement,0.0,True,False
4210,"G-Floor Garage Floor Cover/Protector, 7.5' x 17', Coin, Midnight",19416193,305.0,4.0,2,ONLINE_ONLY,Auto & Tires,0.0,False,False
4211,"G-Floor Garage Floor Cover/Protector, 10' x 24', Coin, Slate Grey",19415990,651.0,4.8,5,ONLINE_ONLY,Home Improvement,163.25,False,False
4212,G-Floor Diamond Tread Universal Flooring 7.5' x 17' Commercial Grade Thickness Slate Grey,19592750,247.0,4.75,4,ONLINE_ONLY,Home Improvement,0.0,True,False
4213,"""BlockTile Modular Interlocking Garage Floor Tiles, Set of 30 (12"""" x 12"""" each)""",23423826,50.11,4.128,47,ONLINE_ONLY,Home Improvement,0.0,True,False
4214,12mm AC3 Coast Collection Laminate Flooring - Show Shade Oak,55176076,32.99,5.0,1,ONLINE_ONLY,Home Improvement,5.99,False,False
4215,15mm AC4 Original Collection Laminate Flooring - Country Acacia,55176085,41.99,5.0,1,ONLINE_ONLY,Home Improvement,0.0,False,False
4216,BLACK+DECKER™ BDCMTTS MATRIX™ Quick-Connect Trim Saw Attachment,21810432,29.48,4.5,42,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4217,"Mainstays Jumbo Under-Bed Storage Bags, White with Grey Trim, 5-Pack",35590280,13.01,3.818,11,ONLINE_ONLY,Home,5.99,True,False
4218,NEXUS Black with White Vein Marble 12x12 Self Adhesive Vinyl Floor Tile - 20 Tiles/20 Sq.Ft.,23629806,11.98,4.182,22,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4219,Nexus Charcoal Grey Wood 12x12 Self Adhesive Vinyl Floor Tile - 20 Tiles/20 sq. ft.,54276947,11.98,4.0,3,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4220,NEXUS South West Ceramic 12x12 Self Adhesive Vinyl Floor Tile - 20 Tiles/20 Sq.Ft.,23624466,11.98,4.546,11,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4221,NEXUS Rustic Slate 12x12 Self Adhesive Vinyl Floor Tile - 20 Tiles/20 Sq.Ft.,23629737,10.98,3.571,7,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4222,Tivoli Medium Oak Plank-Look 12x12 Self Adhesive Vinyl Floor Tile - 45 Tiles/45 Sq.Ft.,47836175,19.73,2.889,9,ONLINE_ONLY,Home Improvement,5.99,False,False
4223,Nexus Black & White 12x12 Self Adhesive Vinyl Floor Tile - 20 Tiles/20 sq. ft.,23629513,10.98,4.046,44,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4224,Tivoli II 6x36 Peel 'N' Stick Vinyl Planks - 10 Planks/15 Sq.Ft.,45066179,14.98,4.609,23,ONLINE_ONLY,Home Improvement,5.99,True,False
4225,NEXUS Beige Terracotta Motif Center 12x12 Self Adhesive Vinyl Floor Tile - 20 Tiles/20 Sq.Ft.,23629808,11.23,4.0,5,ONLINE_ONLY,Home Improvement,5.99,True,False
4226,12x12 Nexus Classic White Grey Veins Self Adhesive Vinyl Floor Tiles,39362423,10.98,3.267,15,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4227,"""Nexus Black 12"""" x 12"""" Self-Adhesive Vinyl Floor Tile""",23629451,11.98,3.2,25,ONLINE_ONLY,Home Improvement,5.99,True,False
4228,"SystemBuild Latitude 4 Drawer Base Cabinet, Multiple Colors",913262988,149.0,4.0,5,ONLINE_ONLY,Home Improvement,0.0,False,False
4229,"SystemBuild Latitude 2 Door Base Cabinet, Multiple Colors",941756602,125.0,4.333,6,ONLINE_ONLY,Home Improvement,0.0,False,False
4230,"SystemBuild Latitude Wall Cabinet, Multiple Colors",931373121,99.99,4.6,5,ONLINE_ONLY,Home Improvement,0.0,False,False
4231,SystemBuild Latitude Tall Cabinet,386456550,205.0,4.4,5,ONLINE_ONLY,Home Improvement,0.0,False,False
4232,Genie 37281v Garage Door Opener with 3/4+ HPc DC Chain,24855667,249.87,5.0,1,ONLINE_ONLY,Home Improvement,0.0,False,False
4233,Chamberlain CIGCWC Internet/Smartphone Connectivity Kit for Chamberlain Garage Door Openers,23814521,62.5,4.286,28,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4234,Aleko Gate Garage Door Opener External Receiver LM138 with 2 Remotes Universal,46097647,41.59,4.0,2,ONLINE_ONLY,Home Improvement,0.0,False,False
4235,"""Muscle Rack 48""""W x 24""""D x 72""""H 5-Shelf Steel Shelving, Black""",21685762,59.87,3.769,1374,ONLINE_ONLY,Home Improvement,0.0,False,False
4236,"""Muscle Rack 31""""W x 31""""H x 11""""D 11-Shelf Wire Shelving, Black""",21685760,30.93,4.0,46,ONLINE_ONLY,Home,5.99,False,False
4237,Hyper Tough 5 Tier Wire Shelving Rack - Zinc,134498873,47.84,4.7,10,ONLINE_AND_STORE,Home,0.0,True,False
4238,"""Muscle Rack 36""""W x 18""""D x 72""""H Five-Shelf Resin Shelving, Black""",35584048,42.88,3.765,17,ONLINE_AND_STORE,Home,0.0,False,False
4239,"""Muscle Rack WSCR141447 5-Shelf Steel Wire Corner Shelving Unit, 14"""" Width, 47"""" Height, 14"""" Depth""",55486287,36.57,4.4,5,ONLINE_AND_STORE,Home,0.0,False,False
4240,Luxor 3-Shelf Utility Cart,22970263,71.32,4.444,9,ONLINE_ONLY,Home,0.0,False,False
4241,Luxor 2-Shelf Utility Cart,21929925,66.49,3.8,5,ONLINE_ONLY,Home,0.0,True,False
4242,"Honey Can Do Steel Folding 2-Tier Utility Rolling Cart, Chrome",17108711,35.98,2.6,5,ONLINE_ONLY,Home,0.0,False,False
4243,Luxor 2-Shelf Tub Cart,21929845,68.99,5.0,1,ONLINE_ONLY,Home,0.0,False,False
4244,Wall Pops Gold Confetti Organization Kit,43938535,19.59,4.18,50,ONLINE_ONLY,Home,5.99,True,False
4245,WallPops Globe Trotter Organization Decals Kit,32576571,21.55,4.0,1,ONLINE_ONLY,Home,5.99,True,False
4246,Eden Organization Kit,36686530,18.47,4.225,49,ONLINE_ONLY,Home,5.99,True,False
4247,"WEN 2000W Inverter Generator, CARB Compliant",43310326,476.57,4.692,52,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4248,"WEN Generator with Electric Start and Wheel Kit, CARB Compliant, 4750W",39100916,411.99,4.702,47,ONLINE_ONLY,Home Improvement,0.0,False,False
4249,Generator Cover,23787639,18.0,4.444,9,ONLINE_ONLY,Home Improvement,5.99,True,False
4250,Champion 25-Foot 30-Amp 125-Volt Fan-Style Generator Extension Cord (L5-30P to three 5-20R),21391141,57.61,3.75,8,ONLINE_ONLY,Home Improvement,0.0,False,False
4251,Champion Weather-Resistant Storage Cover for 2800-4750-Watt Portable Generators,19649200,19.99,5.0,11,ONLINE_ONLY,Home Improvement,5.99,False,False
4252,"Sportsman Series Protective Generator Cover, M",23486277,11.99,4.0,6,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4253,Sportsman Series Large Waterproof Generator Cover,46542537,23.0,4.0,1,ONLINE_ONLY,Home Improvement,5.99,False,False
4254,Sportsman Series Extra Large Waterproof Generator Cover,46542328,13.69,4.5,2,ONLINE_ONLY,Home Improvement,5.99,False,False
4255,Champion 100319 50A RV-Ready Clip-On Parallel Kit for Linking 2 Inverter Generators 2800 Watts and Higher,55096900,69.23,5.0,1,ONLINE_ONLY,Home Improvement,0.0,False,False
4256,"Champion Storm Shield Severe Weather Portable Generator Cover by GenTent® for 3000 to 10,000-Watt Generators",55096901,149.0,5.0,1,ONLINE_ONLY,Home Improvement,0.0,False,False
4257,Champion Weather-Resistant Storage Cover for 1200-1875-Watt Portable Generators,19649199,19.73,5.0,2,ONLINE_ONLY,Home Improvement,5.99,False,False
4258,"WEN 2000W Inverter Generator, CARB Compliant",43310326,476.57,4.692,52,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4259,WEN 3100-Watt Inverter Generator with Built-in Wheels and Handle,51471996,862.9,5.0,2,ONLINE_ONLY,Home Improvement,0.0,False,False
4260,Powermate 2000I Portable Inverter Generator,45013833,488.0,4.636,22,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4261,Champion 3400-Watt RV Ready Portable Inverter Generator,52591198,907.43,4.568,37,ONLINE_ONLY,Home Improvement,0.0,False,False
4262,Sportsman 2200-Watt Gasoline Powered Recoil Start Portable Digital Inverter Generator with Parallel Capability - CARB Approved,435994295,473.88,4.0,24,ONLINE_ONLY,Home Improvement,0.0,False,False
4263,Champion 3500-Watt Dual Fuel RV Ready Portable Generator,55096898,383.24,4.717,46,ONLINE_ONLY,Home Improvement,0.0,False,False
4264,Champion 3800-Watt RV Ready Portable Generator with Wheel Kit,115240251,377.66,4.755,102,ONLINE_ONLY,Home Improvement,0.0,False,False
4265,"WEN 1800-Watt Generator, CARB Compliant",43310329,179.99,4.043,47,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4266,Champion 7500-Watt Portable Generator with Electric Start and 25-ft. Extension Cord,46887172,899.99,4.903,31,ONLINE_ONLY,Home Improvement,99.97,False,False
4267,Bravo View INV-1600U - 1600-Watt Power Inverter with Dual USB Charging,28829907,59.88,2.556,9,ONLINE_AND_STORE,Auto & Tires,0.0,True,False
4268,Bravo View INV-400 - 400-Watt Power Inverter,13398248,19.88,4.412,34,ONLINE_ONLY,Auto & Tires,5.99,False,False
4269,Bravo View INV-150 - 150-Watt Power Inverter,9729856,14.95,4.364,33,ONLINE_ONLY,Auto & Tires,5.99,True,False
4270,Schumacher Electric 410W Power Converter / Inverter,46167064,38.22,2.625,8,ONLINE_AND_STORE,Auto & Tires,0.0,True,False
4271,Bravo View INV-600 - 600-Watt Power Inverter with Audio/Video Gameplate,13398247,29.88,4.0,33,ONLINE_ONLY,Auto & Tires,5.99,False,False
4272,Whistler 1200W Power Inverter with Digital Volt/Watt Meter,40626652,79.99,4.5,8,ONLINE_AND_STORE,Auto & Tires,0.0,True,False
4273,Bravo View INV-800U - 800-Watt Power Inverter with Dual USB Charging,28829908,49.95,2.667,3,ONLINE_ONLY,Auto & Tires,0.0,True,False
4274,Bravo View INV-250 - 250-Watt Power Inverter with USB Charging,15529721,18.0,4.2,30,ONLINE_ONLY,Auto & Tires,5.99,False,False
4275,Whistler 2000W 12V DC to 115V AC Power Inverter w/ Circuit Protection,40626655,122.47,3.8,5,ONLINE_ONLY,Auto & Tires,0.0,True,False
4276,Champion 8.5-kW Home Standby Generator with 50-Amp Indoor-Rated Automatic Transfer Switch,55096902,1999.0,5.0,1,ONLINE_ONLY,Home Improvement,99.97,False,False
4277,"""Franklin Brass 3"""" Francisco Pull - 10 Pack, Available in Multiple Colors""",43300403,20.99,4.75,4,ONLINE_ONLY,Home Improvement,5.99,True,False
4278,Ultra Hardware 60891 Brass Chain Door Guard,19870097,4.07,4.0,1,ONLINE_ONLY,Home Improvement,5.99,False,False
4279,"Command Hooks Value Pack, White, Medium, 8 Hooks, 16 Strips/Pack",22700298,7.88,4.546,242,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4280,Chapter™ Coat Hooks 18 pc Pack,36613080,6.97,3.5,2,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4281,"Command Designer Hooks, Brushed Nickel, Large, 1 Hook, 2 Strips/Pack",16783497,4.84,5.0,8,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4282,"Command Hooks, Clear, Medium, 2 Hooks, 4 Strips/Pack",20533444,3.17,4.331,130,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4283,"Command Quartz Terrace Hook, Medium, 2 Hooks, 4 Strips/Pack",24548726,2.88,5.0,8,ONLINE_AND_STORE,Home,5.99,True,False
4284,"Command Traditional Hook, Brushed Nickel, Large, 1 Hook, 2 Strips/Pack",13996101,5.93,4.44,50,ONLINE_AND_STORE,Home,5.99,True,False
4285,Chapter™ Satin Nickel Finish Coat Hooks 3 ct. Carded Pack,36613078,6.59,5.0,5,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4286,Chapter™ White with White Finish Hook Board,36613059,14.97,5.0,2,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4287,Command Damage-Free Hanging Small Wire Hooks - 5 CT,37532803,5.88,4.5,4,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4288,"General Electric 5,000 BTU Window Air Conditioner, 115V, GE AEY05LV",48947433,119.0,4.494,773,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4289,"Frigidaire FFRE1033S1 10,000 BTU 115V Window-Mounted Compact Air Conditioner with Temperature Sensing Remote Control",49844568,299.88,4.468,282,ONLINE_ONLY,Home Improvement,0.0,True,False
4290,"Haier HWR06XCR-L 6,000 BTUs Air Conditioner, White",49229376,159.0,3.571,42,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4291,"Haier 8,000 BTUs Air Conditioner, White, HWE08XCR-L",49229366,199.0,3.68,25,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4292,"Cool-Living 5,000 BTU Window Air Conditioner, 115V With Window Kit",46444962,110.0,3.548,31,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4293,"Haier 5,000 BTU Window Air Conditioner, 115V, HWF05XCR-L",49229367,116.0,4.093,129,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4294,"Frigidaire 8,000 BTU 115V Window-Mounted Mini-Compact Air Conditioner with Temperature-Sensing Remote Control in White",49585402,249.99,4.47,436,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4295,"LG LW1016ER 10,000 BTU 115V Window-Mounted Air Conditioner with Remote Control",50703849,299.0,4.522,113,ONLINE_ONLY,Home Improvement,0.0,False,False
4296,"Cool Living 10,000-BTU Window-Mounted Room Air Conditioner with Digital Display and Remote, White",46444961,250.0,4.25,4,ONLINE_ONLY,Home Improvement,0.0,False,False
4297,"Frigidaire FFRE1533S1 15,100 BTU 115V Window-Mounted Median Air Conditioner with Temperature Sensing Remote Control",49585405,424.12,4.565,184,ONLINE_ONLY,Home Improvement,0.0,False,False
4298,"Filtrete Healthy Living Advanced Allergen Reduction HVAC Furnace Air Filter, 1500 MPR, 14 x 14 x 1, 1 Filter",42440771,15.88,4.865,287,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4299,"GermGuardian AC4825E 3-in-1 Air Cleaning System with True HEPA Filter, UV-C Sanitizer, Allergen and Odor Reduction, 22-Inch Air Purifier",19865574,87.99,4.261,46,ONLINE_ONLY,Home Improvement,0.0,False,False
4300,"""Filtrete Air Cleaning Filter, 11 3/4"""" x 21 1/2""""""",7080164,13.31,4.853,34,ONLINE_ONLY,Home Improvement,5.99,True,False
4301,"""Filtrete Air Cleaning Filter, 9"""" x 15""""""",7080162,19.67,4.711,45,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4302,"Honeywell True HEPA Air Purifier, 50250-S",5130782,152.32,4.443,510,ONLINE_ONLY,Home Improvement,0.0,True,False
4303,Honeywell CL25AE 500 CFM Indoor Evaporative Air Cooler (Swamp Cooler) with Remote Control in White,23091451,249.0,3.787,61,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4304,Honeywell CL30XC 525 CFM Indoor Evaporative Air Cooler (Swamp Cooler) with Remote Control in Gray,36009627,249.0,3.864,22,ONLINE_ONLY,Home Improvement,0.0,True,False
4305,"""Decor-Flame Electric Space Heater Fireplace with 28"""" Mantle, Chestnut""",37807285,97.8,3.782,101,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4306,"""Decor Flame Electric Space Heater Fireplace with 38"""" Mantle, Dark Cherry""",37808030,149.0,4.323,235,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4307,"""Decor-Flame Electric Fireplace Space Heater with 44"""" Mantle""",37808026,180.79,4.346,26,ONLINE_ONLY,Home Improvement,0.0,False,False
4308,"""Decor-Flame Electric Space Heater Fireplace with 38"""" Mantle, White""",37808027,159.0,4.6,115,ONLINE_ONLY,Home Improvement,0.0,False,False
4309,"""Decor-Flame Electric Fireplace with 47"""" Mantle, Walnut""",37807287,299.0,3.924,66,ONLINE_ONLY,Home Improvement,0.0,False,False
4310,"""Decor-Flame Electric Space Heater Fireplace with 26"""" Mantle, Dark Chocolate""",37807283,85.0,3.953,85,ONLINE_ONLY,Home Improvement,0.0,False,False
4311,"""Decor-Flame Electric Space Heater Fireplace with 47"""" Mantle, Dark Chocolate""",37807286,172.0,4.167,60,ONLINE_ONLY,Home Improvement,0.0,False,False
4312,"""Decor Flame Electric Space Heater Fireplace with 44"""" Mantle""",37807293,199.0,4.025,81,ONLINE_ONLY,Home Improvement,0.0,False,False
4313,"Comfort Zone Ceramic Electric Portable Space Heater, Black, CZ442WM",21899614,15.94,4.08,1000,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4314,"Mainstays Electric Fan Heater, Black #HF-1008B",419011167,7.88,4.525,101,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4315,"Soleil Electric Infrared Cabinet Space Heater, 1500W, PH-91F",38230385,49.88,4.045,267,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4316,"Lasko Ceramic Electric Space Heater Tower with Digital Display and Remote Control, 755320",7855541,49.99,4.524,981,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4317,"Lasko Electric Ceramic Tower Space Heater ,CT22410",39577036,44.88,4.301,289,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4318,"Lasko Electric Oscillating Ceramic Tower Space Heater, 1500-Watt, 5307",17038558,41.99,4.445,766,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4319,"Lasko Electric Ceramic 1500W Heater, Silver/Black,  754200",16503225,29.99,4.443,413,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4320,Utility 'Milkhouse' Style Electric Space Heater #DQ1702,642591645,10.88,3.324,68,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4321,"Soleil Infrared Dish Electric Space Heater, Black #DF1015",119424847,29.88,4.0,17,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4322,"Mainstays, Oil Filled, Electric Radiant Space Heater, Black, #HO-0270B, Radiator",908773968,35.0,3.886,44,ONLINE_AND_STORE,Home Improvement,0.0,False,False
4323,"""O2COOL 10"""" Battery or Electric Portable Fan, Graphite""",24017579,20.0,4.644,101,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4324,Comfort Zone® Oscillating 12 in. Table Fan Box,36779700,20.0,3.846,13,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4325,"""Mainstays High Velocity Portable Fan, 9""""""",17129010,14.24,4.446,186,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4326,"O2COOL 4-inch Clip on Stroller Fan, Gray",49292264,12.88,3.1,10,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4327,"""Comfort Zone 18"""" HV Cradle Floor Fan, Black""",21797834,49.99,4.375,16,ONLINE_ONLY,Home Improvement,0.0,True,False
4328,Gpx Au25B USB Fan (Black),52642470,8.97,4.667,6,ONLINE_AND_STORE,Home Improvement,5.99,False,False
4329,Honeywell 5-2 Day Programmable Thermostat,24496715,20.9,4.117,60,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4330,Honeywell RTH111B1016/U Digital Non-Programmable Thermostat,22002683,15.99,4.562,89,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4331,"Honeywell Lyric T5 Smart Thermostat, No Hub Required",55375561,99.99,4.0,5,ONLINE_ONLY,Home Improvement,0.0,True,False
4332,"HONEYWELL RTH221B1021 Thermostat,Programmable,1 Week G7521249",22002684,16.49,4.4,30,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4333,Honeywell 7-Day Programmable Thermostat,22234397,39.99,4.364,44,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4334,Honeywell 5-1-1-Day Electronic Programmable Thermostat,24496712,44.2,4.333,12,ONLINE_AND_STORE,Home Improvement,0.0,True,False
4335,Honeywell Programmable Thermostat,25178719,51.21,5.0,1,ONLINE_ONLY,Home Improvement,0.0,True,False
4336,"Atmor 10.5kW/240-Volt 1.65 GPM Electric Tankless Water Heater with Pressure Relief Device, On demand Water Heater",38536956,94.99,1.0,1,ONLINE_ONLY,Home Improvement,0.0,True,False
4337,Eccotemp 45HI-NG Indoor Natural Gas Tankless Water Heater,49317398,490.23,4.0,1,ONLINE_ONLY,Home Improvement,0.0,True,False
4338,"Duck Brand Shrink Film Window Kit, Indoor, 10 Pack",17133826,10.94,4.402,122,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4339,"Duck Brand Double Draft Door Seal, Brown, 2-Pack",15077941,12.88,3.791,139,ONLINE_AND_STORE,Home Improvement,5.99,True,False
4340,"Duck Brand Shrink Film Indoor Window Kit, 5 Pack",17510819,7.47,4.32,50,ONLINE_AND_STORE,Home Improvement,5.99,True,False
